gid,state,puma,name,L_km2,H_units,households,rent_data_yr,mu_pct,mc_yr,lat,lon
3401204,34,01204,Ocean County (Northwest),571.41,51104,47067,15033,-3.59,8848,40.0397,-74.3851
3401205,34,01205,Ocean County (Northeast)--Brick & Point Pleasant,84.81,49626,41562,16232,4.56,8143,40.0582,-74.0987
3401401,34,01401,Essex County (Northeast)--Bloomfield,31.09,43792,41380,15090,5.28,10209,40.8075,-74.1727
3401402,34,01402,Essex County (South Central)--Irvington,24.95,39066,33608,12927,-14.16,10520,40.7353,-74.255
3401403,34,01403,Essex County (Northwest)--Montclair,91.74,41013,38896,17378,3.2,15460,40.8532,-74.2633
3401404,34,01404,Essex County (Southwest)--West Orange & Livingston,100.34,37017,35108,20039,10.17,12835,40.7781,-74.3054
3401405,34,01405,Essex County (Central)--Orange & East Orange,15.9,42649,36328,12185,-19.78,8793,40.7666,-74.2194
3401406,34,01406,Essex County (Southeast)--Newark (North & East),40.6,54076,48633,11912,-8.94,13696,40.7235,-74.1573
3401407,34,01407,Essex County (Southeast)--Newark (West & Southwest),21.93,56760,45516,10539,-24.33,9881,40.7262,-74.2045
3401501,34,01501,Morris County (North)--Dover Town & Kinnelon Borough,332.53,51389,48091,17827,6.92,10901,40.9745,-74.4801
3401502,34,01502,Morris County (West),456.98,49209,46382,15713,8.55,13912,40.8218,-74.6951
3401503,34,01503,Morris County (East)--Lincoln Park Borough,180.36,43295,40925,16472,11.07,14168,40.8869,-74.3885
3401504,34,01504,"Morris County (South)--Morristown, Madison & Florham Park",224.18,47180,44330,20297,7.16,16767,40.7581,-74.4624
3401600,34,01600,Sussex County,1343.08,62087,53532,14924,2.3,8535,41.1375,-74.6919
3401901,34,01901,Union County (North Central)--Union Twp & Roselle Park,39.34,37406,35343,15542,4.65,9735,40.6921,-74.263
3401902,34,01902,Union County (Northwest)--Summit & Cranford,79.1,38168,36205,18893,12.25,13841,40.6893,-74.3673
3401903,34,01903,Union County (Southwest)--Plainfield & Westfield,59.68,38807,36262,15133,-8.43,12231,40.6341,-74.3757
3401904,34,01904,"Union County (Southeast)--Linden, Rahway & Roselle",56.13,42286,39052,14375,-1.24,8895,40.6254,-74.2638
3401905,34,01905,Union County (Northeast)--Elizabeth,31.91,44416,40007,12868,-8.15,11053,40.6664,-74.1935
3602805,36,02805,Putnam County & Southern Dutchess County,856.71,52208,46734,15785,7.82,12000,41.4576,-73.7246
3603001,36,03001,Rockland County (North)--New City & Congers,191.59,36147,34578,16491,6.98,13883,41.2067,-74.0054
3603002,36,03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",135.23,38847,36762,17129,6.75,14285,41.0777,-73.9816
3603003,36,03003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey",123.0,29656,27697,16228,-4.31,12375,41.1527,-74.1175
3603102,36,03102,Westchester County (Northwest),214.29,54319,50834,17317,5.08,14826,41.1956,-73.8674
3603103,36,03103,Westchester County (Northeast),583.72,52679,48469,19661,10.92,18363,41.2422,-73.6912
3603110,36,03110,Westchester County (Southeast)--White Plains & Rye City,98.71,50836,47870,19684,4.62,21328,40.9987,-73.7055
3603111,36,03111,Westchester County (Central),95.84,40920,38550,21917,5.58,19987,41.0252,-73.8288
3603112,36,03112,Westchester County (Southwest)--Yonkers City,46.63,81952,72968,15050,0.05,16011,40.9459,-73.8674
3603113,36,03113,Westchester County (South Central East)--Mount Vernon City,29.63,44965,41294,16259,-1.68,20476,40.927,-73.8187
3603114,36,03114,Westchester County (South Central West)--New Rochelle City,46.98,44258,41781,17993,-0.77,19256,40.9259,-73.7575
3603201,36,03201,Nassau County (Northwest)--North Hempstead Town (North),99.61,43287,40036,22713,12.69,24089,40.817,-73.6919
3603202,36,03202,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,173.62,40691,37933,21722,12.55,18213,40.8821,-73.559
3603203,36,03203,Nassau County (East Central)--Oyster Bay Town (Central),59.12,35154,33378,21139,18.15,13893,40.7693,-73.4916
3603204,36,03204,Nassau County (West Central)--North Hempstead Town (South),39.06,38340,36619,19171,13.99,14752,40.7554,-73.6366
3603205,36,03205,Nassau County (West Central)--Hempstead Town (Northwest),36.77,37959,36241,18430,15.4,14025,40.7147,-73.6753
3603206,36,03206,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,40.79,44168,41165,16846,-12.29,10818,40.6907,-73.5965
3603207,36,03207,Nassau County (Central)--Hempstead Town (Northeast),43.42,37739,36479,22157,13.57,12108,40.7212,-73.5343
3603208,36,03208,Nassau County (Southeast)--Oyster Bay Town (South),52.85,38170,36066,19901,13.62,12727,40.5987,-73.4807
3603209,36,03209,Nassau County (Central)--Hempstead Town (East Central),44.34,35006,33732,21946,18.57,13916,40.667,-73.5311
3603210,36,03210,Nassau County (South Central)--Hempstead Town (Southeast),72.45,37824,35785,18784,10.79,13538,40.6184,-73.5873
3603211,36,03211,Nassau County (West Central)--Hempstead Town (West Central),31.89,36577,35063,19485,11.27,13145,40.6755,-73.6796
3603212,36,03212,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,43.04,42129,37658,19965,6.52,15896,40.6121,-73.7104
3603301,36,03301,Suffolk County (Northwest)--Huntington Town (North),116.42,38002,34567,19915,7.29,14418,40.8985,-73.3957
3603302,36,03302,Suffolk County (Northwest)--Huntington Town (South),127.14,36151,33953,19679,10.79,15273,40.8144,-73.3651
3603303,36,03303,Suffolk County (Northwest)--Smithtown Town,139.21,41698,39641,18435,14.41,13682,40.8704,-73.217
3603304,36,03304,Suffolk County (North Central)--Brookhaven Town (North),169.8,41426,38386,19747,9.92,13745,40.9378,-73.0063
3603305,36,03305,Suffolk County (East),901.05,99299,53644,18468,2.53,20810,40.9989,-72.4893
3603306,36,03306,Suffolk County (South Central)--Brookhaven Town (South),313.01,49699,43353,20977,-2.57,10152,40.7836,-72.9009
3603307,36,03307,Suffolk County (Central)--Brookhaven Town (Central),114.88,47006,44230,18847,0.32,10625,40.8208,-73.002
3603308,36,03308,Suffolk County (Central)--Brookhaven Town (West Central),75.08,36753,35037,20840,4.48,10612,40.8574,-73.0728
3603309,36,03309,Suffolk County (Central)--Islip Town (East),112.83,37022,34962,20510,6.98,12173,40.7812,-73.1154
3603310,36,03310,Suffolk County (Central)--Islip Town (Northwest),67.18,33257,30885,17335,-7.27,9444,40.7724,-73.2341
3603311,36,03311,Suffolk County (Southwest)--Islip Town (South),87.27,37861,33775,17010,4.54,12627,40.7097,-73.2195
3603312,36,03312,Suffolk County (Southwest)--Babylon Town (Southeast),66.53,35487,33196,19266,3.53,10615,40.6397,-73.3133
3603313,36,03313,Suffolk County (West Central)--Babylon Town (Northwest),68.86,37067,34373,17866,-4.29,11016,40.685,-73.4027
3604103,36,04103,NYC-Manhattan Community District 3--Lower East Side & Chinatown,4.37,76392,71311,14811,-1.64,13689,40.7179,-73.9832
3604104,36,04104,NYC-Manhattan Community District 4--Chelsea & Hell's Kitchen,4.5,72851,60764,23639,-6.21,13689,40.7566,-74.0008
3604107,36,04107,NYC-Manhattan Community District 7--Upper West Side,8.07,125459,105422,22379,-4.38,13689,40.7861,-73.9743
3604108,36,04108,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,5.15,136719,116809,25046,-0.43,13689,40.7701,-73.9528
3604109,36,04109,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,3.97,43381,39695,14737,-12.55,13689,40.8191,-73.9577
3604110,36,04110,NYC-Manhattan Community District 10--Harlem,3.55,58500,52841,12228,-23.42,13689,40.8137,-73.943
3604111,36,04111,NYC-Manhattan Community District 11--East Harlem,6.16,53218,49389,11062,-18.46,13689,40.7942,-73.9329
3604112,36,04112,NYC-Manhattan Community District 12--Washington Heights & Inwood,7.59,78591,74200,14555,-8.41,13689,40.8586,-73.9334
3604121,36,04121,NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,7.63,93623,79928,29143,-0.79,13689,40.7117,-74.0124
3604165,36,04165,"NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",7.69,127910,103026,28143,-5.84,13689,40.746,-73.9759
3604204,36,04204,NYC-Bronx Community District 4--Highbridge & Concourse,5.35,53580,50767,12640,-16.54,13689,40.8326,-73.9214
3604205,36,04205,NYC-Bronx Community District 5--Morris Heights & Mount Hope,3.68,45919,43384,12948,-16.99,13689,40.8525,-73.9092
3604207,36,04207,"NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",4.26,49885,47495,14047,-10.96,13689,40.8702,-73.8919
3604208,36,04208,"NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",13.32,40853,37732,16039,0.78,22849,40.8942,-73.9023
3604209,36,04209,NYC-Bronx Community District 9--Soundview & Parkchester,10.33,64606,60995,12494,-12.24,13115,40.8207,-73.8599
3604210,36,04210,NYC-Bronx Community District 10--Co-op City & Throgs Neck,24.86,52466,49490,14009,-1.2,14196,40.8564,-73.8026
3604211,36,04211,NYC-Bronx Community District 11--Pelham Parkway & Morris Park,9.43,43927,41276,14272,-1.12,14636,40.8565,-73.8526
3604212,36,04212,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",13.83,55407,51633,14197,-10.21,13176,40.8873,-73.8523
3604221,36,04221,"NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",12.73,53895,50258,9968,-19.28,13689,40.8084,-73.8969
3604263,36,04263,"NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",11.44,61859,57707,10827,-18.67,13053,40.8452,-73.8874
3604301,36,04301,NYC-Brooklyn Community District 1--Williamsburg & Greenpoint,12.24,76060,71805,17941,-5.29,13689,40.7168,-73.9473
3604302,36,04302,NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,7.07,53592,48327,20928,-11.93,40120,40.6942,-73.9785
3604303,36,04303,NYC-Brooklyn Community District 3--Bedford-Stuyvesant,7.26,68656,60470,13730,-21.76,13689,40.6877,-73.9409
3604304,36,04304,NYC-Brooklyn Community District 4--Bushwick,5.26,42739,39023,15732,-14.31,25732,40.6946,-73.9168
3604305,36,04305,NYC-Brooklyn Community District 5--East New York & Cypress Hills,15.55,71450,63063,12335,-13.97,17150,40.666,-73.8805
3604306,36,04306,NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens,10.31,53418,49807,21651,-7.8,54297,40.6719,-74.0021
3604307,36,04307,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,9.78,44200,41295,17224,-4.86,39151,40.6532,-74.0109
3604308,36,04308,NYC-Brooklyn Community District 8--Crown Heights (North),4.36,46550,42128,14823,-17.79,13689,40.6745,-73.9471
3604309,36,04309,NYC-Brooklyn Community District 9--Crown Heights (South),4.1,40273,37474,14772,-12.13,32499,40.6629,-73.9471
3604310,36,04310,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,10.16,53690,48742,16352,10.95,27901,40.6257,-74.0316
3604311,36,04311,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,9.57,67642,63524,15036,13.66,29318,40.6059,-73.9951
3604312,36,04312,NYC-Brooklyn Community District 12--Borough Park & Kensington,9.39,59495,55757,16120,2.26,31072,40.631,-73.9833
3604313,36,04313,NYC-Brooklyn Community District 13--Coney Island & Brighton Beach,8.45,46663,42524,11051,5.33,14046,40.5763,-73.9982
3604314,36,04314,NYC-Brooklyn Community District 14--Flatbush & Midwood,7.35,61072,57372,15408,-2.23,26228,40.6312,-73.9589
3604315,36,04315,NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East),11.66,63367,58680,14761,14.69,24358,40.594,-73.9489
3604316,36,04316,NYC-Brooklyn Community District 16--Ocean Hill & Brownsville,4.91,37621,34177,10861,-20.0,12416,40.6688,-73.9115
3604317,36,04317,NYC-Brooklyn Community District 17--East Flatbush,8.53,61813,55767,14619,-13.1,16788,40.6481,-73.9347
3604318,36,04318,NYC-Brooklyn Community District 18--Canarsie & Flatlands,33.72,73446,68869,15096,-2.61,17589,40.6124,-73.8941
3604401,36,04401,NYC-Queens Community District 1--Astoria & Queensbridge,17.31,83250,75648,16947,1.7,19658,40.7707,-73.9053
3604402,36,04402,"NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",12.2,50249,45531,19674,1.53,18522,40.7408,-73.9244
3604403,36,04403,NYC-Queens Community District 3--Jackson Heights & East Elmhurst,7.62,57272,51892,16893,-3.03,16003,40.7583,-73.8774
3604404,36,04404,NYC-Queens Community District 4--Elmhurst & Corona,10.63,55632,51013,16871,3.2,19496,40.7422,-73.8563
3604405,36,04405,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",20.26,67012,61524,16415,7.72,16099,40.7108,-73.8912
3604406,36,04406,NYC-Queens Community District 6--Forest Hills & Rego Park,7.26,55488,51518,17973,16.82,18627,40.7227,-73.8517
3604407,36,04407,"NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",30.5,95382,86711,17138,13.1,18601,40.7777,-73.8161
3604408,36,04408,"NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",18.8,56517,53384,16577,9.0,16692,40.7261,-73.7968
3604409,36,04409,"NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",12.29,48857,44878,17152,3.48,13957,40.6964,-73.8417
3604410,36,04410,NYC-Queens Community District 10--South Ozone Park & Howard Beach,15.91,42559,39535,16983,0.49,12653,40.6722,-73.8306
3604411,36,04411,"NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",24.07,45833,43278,19842,17.35,17053,40.7591,-73.7616
3604412,36,04412,"NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",24.6,78347,73130,14930,-14.13,11762,40.6929,-73.7786
3604413,36,04413,"NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",32.68,64237,60567,17691,-4.75,12007,40.6992,-73.7375
3604414,36,04414,NYC-Queens Community District 14--The Rockaways,47.47,45873,40527,12529,-7.73,14046,40.5671,-73.8646
3604501,36,04501,NYC-Staten Island Community District 1--North Shore,35.41,67307,60682,13156,-4.84,12247,40.6288,-74.1147
3604502,36,04502,NYC-Staten Island Community District 2--Mid-Island,56.44,50433,47163,14816,8.93,14100,40.5954,-74.0903
3604503,36,04503,NYC-Staten Island Community District 3--South Shore,57.13,60863,58169,15741,14.88,13723,40.5348,-74.189
